12 0.357767 3.141593
11 0.438865 3.141593
10 0.476935 3.141593
9 0.484553 3.141593
8 0.506005 3.141593
7 0.527538 3.141593
6 0.497780 3.141593
5 0.596560 3.141593
4 0.735140 3.141593
3 0.846231 3.141593
2 1.269039 3.141593
1 2.404464 3.141593
