12 0.401331 3.141593
11 0.448633 3.141593
10 0.478104 3.141593
9 0.489728 3.141593
8 0.510149 3.141593
7 0.566133 3.141593
6 0.497460 3.141593
5 0.590867 3.141593
4 0.711534 3.141593
3 0.845834 3.141593
2 1.268351 3.141593
1 2.418916 3.141593
