80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000
80.000000,40.075351,24.117845,16.628616,12.518756,9.972466,8.248135,7.002407,6.058302,5.316257,4.716213,4.219863,3.801652,3.443885,3.133932,2.862535,2.622760,2.409307,2.218057,2.045760,1.889814,1.748112,1.618927,1.500828,1.392617,1.293283,1.201963,1.117917,1.040502,0.969157,0.903390,0.842764,0.786890,0.735419,0.688039,0.644464,0.604438,0.567725,0.534110,0.503397,0.475405,0.449967,0.426933,0.406161,0.387524,0.370905,0.356197,0.343303,0.332136,0.322617,0.314678,0.308256,0.303300,0.299764,0.297613,0.296818,0.297359,0.299222,0.302403,0.306905,0.312740,0.319927,0.328493,0.338478,0.349926,0.362896,0.377456,0.393685,0.411677,0.431541,0.453402,0.477407,0.503724,0.532548,0.564108,0.598669,0.636546,0.678107,0.723796,0.774142,0.829787,0.891518,0.960307,1.037370,1.124252,1.222937,1.336028,1.466996,1.620580,1.803417,2.025093,2.299976,2.650592,3.114281,3.757416,4.708759,6.246419,9.051326,15.031827,30.000000
80.000000,55.803718,39.871017,29.908623,23.484486,19.127376,16.020037,13.704860,11.915977,10.491893,9.330135,8.363049,7.544388,6.841557,6.230976,5.695184,5.220992,4.798257,4.419052,4.077096,3.767341,3.485686,3.228761,2.993767,2.778356,2.580543,2.398630,2.231159,2.076864,1.934636,1.803502,1.682598,1.571154,1.468479,1.373952,1.287008,1.207137,1.133870,1.066781,1.005479,0.949603,0.898825,0.852840,0.811371,0.774162,0.740980,0.711613,0.685866,0.663567,0.644559,0.628702,0.615876,0.605976,0.598912,0.594613,0.593020,0.594093,0.597807,0.604151,0.613131,0.624770,0.639107,0.656197,0.676114,0.698951,0.724821,0.753859,0.786223,0.822099,0.861702,0.905280,0.953122,1.005560,1.062980,1.125832,1.194638,1.270016,1.352693,1.443532,1.543572,1.654066,1.776544,1.912891,2.065458,2.237216,2.431967,2.654657,2.911835,3.212347,3.568421,3.997404,4.524673,5.188663,6.049943,7.208221,8.835111,11.237093,14.965889,20.933529,30.000000
80.000000,63.167413,49.653996,39.660382,32.390458,27.037266,23.003211,19.883881,17.411530,15.407882,13.752152,12.360711,11.174337,10.150172,9.256563,8.469697,7.771351,7.147365,6.586579,6.080083,5.620679,5.202486,4.820648,4.471119,4.150493,3.855880,3.584807,3.335138,3.105017,2.892818,2.697109,2.516616,2.350204,2.196852,2.055641,1.925735,1.806377,1.696873,1.596589,1.504943,1.421402,1.345474,1.276707,1.214688,1.159036,1.109403,1.065473,1.026957,0.993595,0.965153,0.941426,0.922231,0.907411,0.896834,0.890390,0.887994,0.889584,0.895122,0.904592,0.918003,0.935387,0.956801,0.982328,1.012076,1.046182,1.084814,1.128170,1.176484,1.230029,1.289123,1.354132,1.425479,1.503652,1.589218,1.682834,1.785265,1.897409,2.020324,2.155264,2.303728,2.467520,2.648833,2.850357,3.075426,3.328222,3.614052,3.939750,4.314250,4.749424,5.261352,5.872250,6.613488,7.530371,8.689765,10.192089,12.189009,14.904641,18.641607,23.698467,30.000000
80.000000,67.182499,55.908727,46.689673,39.383352,33.631904,29.075394,25.419585,22.442102,19.979826,17.913957,16.157610,14.646619,13.333001,12.180395,11.160876,10.252716,9.438797,8.705475,8.041751,7.438668,6.888856,6.386195,5.925556,5.502604,5.113643,4.755501,4.425428,4.121030,3.840200,3.581079,3.342013,3.121520,2.918270,2.731059,2.558794,2.400479,2.255206,2.122140,2.000516,1.889631,1.788836,1.697538,1.615188,1.541284,1.475367,1.417017,1.365853,1.321532,1.283743,1.252213,1.226700,1.206997,1.192927,1.184346,1.181139,1.183223,1.190547,1.203090,1.220861,1.243902,1.272286,1.306121,1.345549,1.390749,1.441937,1.499374,1.563364,1.634264,1.712485,1.798503,1.892867,1.996210,2.109263,2.232872,2.368022,2.515864,2.677746,2.855266,3.050322,3.265186,3.502607,3.765930,4.059272,4.387742,4.757758,5.177468,5.657348,6.211039,6.856543,7.617933,8.527804,9.630721,10.987868,12.682655,14.825438,17.551214,20.994200,25.207662,30.000000
80.000000,69.644560,60.103700,51.805886,44.823578,39.034969,34.250814,30.281277,26.962118,24.160353,21.771574,19.714834,17.927541,16.361148,14.977767,13.747594,12.646980,11.656985,10.762307,9.950463,9.211189,8.535966,7.917667,7.350279,6.828693,6.348529,5.906010,5.497850,5.121174,4.773449,4.452428,4.156108,3.882691,3.630557,3.398238,3.184399,2.987823,2.807393,2.642087,2.490963,2.353156,2.227868,2.114365,2.011972,1.920068,1.838086,1.765505,1.701855,1.646710,1.599685,1.560442,1.528681,1.504143,1.486609,1.475899,1.471870,1.474419,1.483480,1.499024,1.521063,1.549645,1.584859,1.626836,1.675747,1.731809,1.795287,1.866496,1.945806,2.033649,2.130524,2.237006,2.353756,2.481538,2.621227,2.773839,2.940547,3.122718,3.321951,3.540125,3.779462,4.042610,4.332741,4.653690,5.010125,5.407778,5.853749,6.356908,6.928434,7.582543,8.337451,9.216644,10.250491,11.478166,12.949556,14.726273,16.879530,19.480318,22.574340,26.134450,30.000000
80.000000,71.289066,63.053656,55.606849,49.072234,43.437000,38.615924,34.497572,30.970291,27.933968,25.303715,23.009639,20.995030,19.214159,17.630183,16.213349,14.939525,13.789027,12.745700,11.796192,10.929394,10.135996,9.408141,8.739149,8.123305,7.555680,7.031999,6.548527,6.101979,5.689450,5.308354,4.956377,4.631437,4.331651,4.055310,3.800856,3.566863,3.352025,3.155140,2.975102,2.810890,2.661565,2.526260,2.404177,2.294582,2.196803,2.110224,2.034286,1.968484,1.912362,1.865516,1.827591,1.798278,1.777315,1.764487,1.759625,1.762602,1.773338,1.791798,1.817992,1.851974,1.893848,1.943762,2.001915,2.068560,2.144003,2.228609,2.322807,2.427096,2.542052,2.668338,2.806715,2.958057,3.123366,3.303797,3.500682,3.715565,3.950241,4.206809,4.487737,4.795939,5.134883,5.508714,5.922427,6.382071,6.895023,7.470336,8.119171,8.855353,9.696044,10.662525,11.781026,13.083402,14.607218,16.394371,18.486676,20.916123,23.687545,26.754628,30.000000
80.000000,72.457342,65.214888,58.496826,52.424132,47.028724,42.283172,38.128516,34.493974,31.308657,28.507453,26.033333,23.837682,21.879678,20.125321,18.546375,17.119394,15.824871,14.646520,13.570683,12.585851,11.682268,10.851622,10.086785,9.381607,8.730753,8.129563,7.573943,7.060274,6.585342,6.146272,5.740481,5.365638,5.019629,4.700527,4.406571,4.136148,3.887775,3.660084,3.451814,3.261803,3.088976,2.932340,2.790981,2.664058,2.550798,2.450493,2.362501,2.286238,2.221181,2.166863,2.122874,2.088855,2.064506,2.049575,2.043864,2.047227,2.059569,2.080845,2.111062,2.150281,2.198614,2.256227,2.323344,2.400246,2.487276,2.584844,2.693429,2.813590,2.945968,3.091301,3.250434,3.424332,3.614101,3.821009,4.046510,4.292284,4.560269,4.852722,5.172270,5.521995,5.905526,6.327158,6.791995,7.306137,7.876894,8.513059,9.225227,10.026158,10.931176,11.958530,13.129628,14.468912,16.002994,17.758446,19.757412,22.010213,24.504915,27.196188,30.000000
80.000000,73.325666,66.852694,60.743495,55.102028,49.975059,45.365075,41.245869,37.575845,34.307457,31.393084,28.788237,26.453008,24.352470,22.456509,20.739383,19.179186,17.757303,16.457908,15.267519,14.174615,13.169316,12.243107,11.388621,10.599445,9.869972,9.195271,8.570982,7.993231,7.458555,6.963845,6.506295,6.083361,5.692728,5.332279,5.000074,4.694332,4.413407,4.155783,3.920057,3.704932,3.509208,3.331776,3.171612,3.027773,2.899391,2.785671,2.685890,2.599391,2.525585,2.463944,2.414003,2.375361,2.347673,2.330655,2.324082,2.327784,2.341651,2.365630,2.399723,2.443993,2.498561,2.563606,2.639371,2.726164,2.824359,2.934401,3.056815,3.192206,3.341272,3.504812,3.683736,3.879083,4.092039,4.323954,4.576374,4.851067,5.150069,5.475724,5.830747,6.218289,6.642022,7.106242,7.615987,8.177180,8.796798,9.483056,10.245616,11.095781,12.046666,13.113258,14.312266,15.661576,17.179050,18.880321,20.775254,22.862955,25.125928,27.525230,30.000000
80.000000,73.993368,68.128389,62.525196,57.269383,52.409568,47.962501,43.921419,40.264460,36.961554,33.979369,31.284509,28.845376,26.633103,24.621902,22.789064,21.114763,19.581779,18.175190,16.882073,15.691220,14.592895,13.578609,12.640942,11.773374,10.970157,10.226196,9.536958,8.898384,8.306831,7.759006,7.251925,6.782870,6.349357,5.949108,5.580028,5.240185,4.927791,4.641196,4.378867,4.139385,3.921435,3.723800,3.545353,3.385055,3.241949,3.115160,3.003885,2.907401,2.825051,2.756253,2.700490,2.657313,2.626342,2.607256,2.599804,2.603795,2.619101,2.645658,2.683464,2.732582,2.793137,2.865321,2.949390,3.045673,3.154570,3.276556,3.412189,3.562115,3.727074,3.907911,4.105589,4.321199,4.555982,4.811345,5.088888,5.390433,5.718059,6.074144,6.461416,6.883013,7.342548,7.844197,8.392786,8.993899,9.653988,10.380489,11.181926,12.067985,13.049507,14.138366,15.347115,16.688285,18.173188,19.810061,21.601482,23.541214,25.611070,27.778999,30.000000
